TARIFF.CODE,TARIFF.CODE_illicit_sum,TARIFF.CODE_illicit_rate
1806310000,3,0.08333333333333333
1806320000,0,0.0
1806321000,4,0.11428571428571428
1806329000,0,0.0
1806901000,1,0.09090909090909091
1806901900,0,0.0
1806903100,0,0.0
1806909000,0,0.0
1901100000,1,0.1111111111111111
1901100030,0,0.0
1901100091,1,0.25
1901200000,0,0.0
1901200006,0,0.0
1901900091,7,0.1891891891891892
1901900092,1,0.16666666666666666
1901900099,2,0.6666666666666666
1901901100,0,0.0
1901909901,2,0.5
1901909905,1,0.3333333333333333
1902199000,0,0.0
1902401000,1,0.25
1904100000,4,0.14814814814814814
1904101000,0,0.0
1904109000,1,0.3333333333333333
1904200021,1,0.2
1904201000,2,0.4
1905310000,4,0.3076923076923077
1905311190,0,0.0
1905311990,1,0.16666666666666666
1905319910,3,0.5
1905319990,1,0.3333333333333333
1905320000,5,0.3333333333333333
1905321909,2,0.5
1905329901,2,0.5
1905329909,0,0.0
1905900000,2,0.16666666666666666
1905903000,0,0.0
1905904592,2,0.5
1905906001,0,0.0
1905906009,1,0.5
1905909002,0,0.0
1905909009,0,0.0
2001909791,0,0.0
2001909799,1,0.2
2002901000,4,0.3333333333333333
2002902000,4,0.13333333333333333
2002909000,2,0.25
2003102000,1,0.3333333333333333
2004100000,3,0.21428571428571427
2005202000,0,0.0
2005208001,1,0.16666666666666666
2005208009,1,0.25
2005400000,4,0.4444444444444444
2005510000,3,0.3333333333333333
2005800000,0,0.0
2007911000,1,1.0
2007993906,1,1.0
2007993907,0,0.0
2008119000,4,0.2222222222222222
2008191901,0,0.0
2008191909,0,0.0
2008994809,0,0.0
2009110012,1,0.2
2009120000,1,0.2
2009315109,0,0.0
2009490044,1,0.25
2009790074,3,0.3333333333333333
2009803085,0,0.0
2009809087,3,0.2
2009893891,2,0.3333333333333333
2009900091,3,0.3333333333333333
2009909800,1,0.3333333333333333
201209001,0,0.0
206909900,2,0.6666666666666666
207143000,1,0.16666666666666666
2101110010,2,0.5
2101110012,1,0.2
2101110019,3,0.14285714285714285
2101200000,2,0.3333333333333333
210200000,1,0.16666666666666666
210209000,2,0.5
2102100000,2,0.14285714285714285
2102300000,3,0.23076923076923078
2103200000,1,0.125
2103309000,0,0.0
2103909000,0,0.0
2103909091,7,0.1891891891891892
2103909099,3,0.15789473684210525
2104200000,2,0.2857142857142857
2105001000,0,0.0
2105009900,1,1.0
2106108000,1,0.25
2106901000,1,0.2
2106905900,2,0.6666666666666666
2106909091,1,0.058823529411764705
2106909099,1,0.05
2106909810,1,0.25
2106909830,0,0.0
2106909891,0,0.0
2106909895,0,0.0
2106909898,1,0.09090909090909091
210990000,3,0.3
2201100000,1,0.3333333333333333
2201101900,1,0.14285714285714285
2202100000,6,0.4
2202900091,8,0.17777777777777778
2202900099,2,0.2222222222222222
2202901000,0,0.0
2202909900,0,0.0
2203000101,2,0.5
2203000901,2,0.25
2203000902,0,0.0
2203000903,0,0.0
2204100000,2,0.16666666666666666
2204101102,0,0.0
2204101108,0,0.0
2204210000,6,0.0967741935483871
2204217803,2,0.13333333333333333
2204217804,0,0.0
2204219102,1,1.0
2204219302,1,1.0
2204219601,0,0.0
2204290000,4,0.2857142857142857
2204295809,1,0.3333333333333333
2205101001,3,0.3333333333333333
2205101009,0,0.0
2207100000,3,0.375
2207100099,0,0.0
2207200099,1,0.2
2207201000,0,0.0
2207209000,2,0.2
2208201200,1,0.3333333333333333
2208202700,2,1.0
2208300000,2,0.1111111111111111
2208304101,2,0.14285714285714285
2208308201,2,0.2222222222222222
2208400000,1,0.1111111111111111
2208403901,1,0.5
2208500000,5,0.3333333333333333
2208501101,0,0.0
2208501109,1,0.3333333333333333
2208600000,1,0.16666666666666666
2208601101,1,1.0
2208700000,1,0.07692307692307693
2208701001,0,0.0
2208701003,2,0.3333333333333333
2208900000,2,0.18181818181818182
2208904101,1,0.25
2208904804,1,0.3333333333333333
2208904806,0,0.0
2208906906,1,0.1111111111111111
2208906909,2,0.4
2210000000,2,0.15384615384615385
2301100000,2,0.25
2301200000,3,0.25
2302100000,1,0.2
2302309001,2,0.25
2306900000,2,0.4
2306901900,1,0.3333333333333333
2309100000,1,0.1111111111111111
2309901000,3,0.42857142857142855
2309909000,4,0.14285714285714285
2309909600,1,0.08333333333333333
2401100000,4,0.23529411764705882
2401103509,0,0.0
2401200000,4,0.06896551724137931
2402100005,1,0.1111111111111111
2402100009,1,0.25
2402209001,0,0.0
2402209002,0,0.0
2402209009,0,0.0
2402900009,0,0.0
2403100000,0,0.0
2403199009,0,0.0
2403990000,0,0.0
2403999005,2,0.11764705882352941
2500000000,1,0.25
2501001000,3,0.2727272727272727
2501002000,1,0.125
2501003110,0,0.0
2501005191,0,0.0
2501009000,4,0.3333333333333333
2501009100,1,0.3333333333333333
2501009910,0,0.0
2501009991,1,0.25
2501009999,1,0.5
2502000000,1,1.0
2503001004,0,0.0
2505100000,0,0.0
2505900000,2,0.6666666666666666
2506100000,2,0.4
2507002010,2,0.5
2507008090,1,0.3333333333333333
2508100000,4,0.25
2508400000,2,0.2857142857142857
2508700001,1,0.25
2510000000,2,0.25
2510100001,0,0.0
2511100090,1,1.0
2512000009,1,1.0
2513100009,1,0.25
2513200000,1,0.16666666666666666
2513200009,3,0.6
2515110000,2,0.2222222222222222
2515120011,2,0.2857142857142857
2516110000,0,0.0
2516120000,5,0.2631578947368421
2516900000,0,0.0
2517101002,1,0.5
2517410000,0,0.0
2517410001,0,0.0
2517490000,2,0.15384615384615385
2517490009,2,0.5
2519901000,0,0.0
2519909009,1,1.0
2520100000,1,0.3333333333333333
2520200000,6,0.125
2522200000,3,0.3
2523210000,5,0.29411764705882354
2523290000,2,0.3333333333333333
2523300000,0,0.0
2523900000,2,0.16666666666666666
2523900092,4,0.6666666666666666
2525200000,1,0.25
2526200000,5,0.20833333333333334
2526200009,0,0.0
2529100000,1,0.5
2530900000,1,0.25
2615900000,2,0.6666666666666666
2621900000,2,0.3333333333333333
2703000009,1,0.1111111111111111
2707300000,3,0.75
2707400000,2,0.5
2707500000,2,0.25
2707990000,1,0.16666666666666666
2707999901,1,0.3333333333333333
2709009011,0,0.0
2709009019,0,0.0
2709009091,2,0.4
2710000000,2,0.5
2710111000,2,0.2857142857142857
2710119000,3,0.375
2710121110,1,0.16666666666666666
2710122111,1,0.2
2710122199,0,0.0
2710124511,0,0.0
2710124591,6,0.0075282308657465494
2710129099,2,0.6666666666666666
2710191900,1,0.14285714285714285
2710192300,2,0.4
2710192517,2,0.6666666666666666
2710192518,1,0.043478260869565216
2710192593,1,0.04
2710192990,1,1.0
2710193100,4,0.4444444444444444
2710193110,0,0.0
2710193200,2,0.25
2710193900,9,0.1836734693877551
2710194790,8,0.08791208791208792
2710194810,5,0.5
2710194890,7,0.05785123966942149
2710196219,0,0.0
2710196899,1,0.09090909090909091
2710197190,2,0.5
2710197510,2,0.6666666666666666
2710198190,3,0.1875
2710198390,0,0.0
2710198510,1,0.5
2710198590,0,0.0
2710198790,2,0.6666666666666666
2710199110,1,0.5
2710199390,2,1.0
2710199915,2,1.0
2710199921,5,0.14285714285714285
2710199928,1,0.022222222222222223
2710199990,1,0.08333333333333333
2710201190,2,0.2222222222222222
2710201910,0,0.0
2710201990,2,0.2857142857142857
2710203999,1,0.25
2710910010,0,0.0
2710990000,4,0.6666666666666666
2710990099,2,1.0
2711110099,0,0.0
2711121110,1,0.25
2711121990,0,0.0
2711130000,1,0.3333333333333333
2711139191,3,0.13636363636363635
2711139790,0,0.0
2711190011,0,0.0
2711190092,0,0.0
2711210090,0,0.0
2712100000,2,0.2222222222222222
2712109011,0,0.0
2712200000,3,0.2727272727272727
2712201090,0,0.0
2712209090,2,0.2857142857142857
2712900000,3,0.42857142857142855
2712903999,1,0.5
2713110090,0,0.0
2713200000,1,0.1
2713200090,0,0.0
2714900099,1,0.5
2800000000,2,0.3333333333333333
2801100000,2,0.2857142857142857
2801200000,4,0.3333333333333333
2801309000,2,1.0
2803000001,3,0.75
2804210000,4,0.5
2804290000,2,0.2
2804400000,3,0.3333333333333333
2804610000,2,0.5
2804690000,2,0.18181818181818182
2805120000,0,0.0
2805199002,0,0.0
2805409000,2,0.6666666666666666
2806100000,6,0.5454545454545454
2807000001,2,0.5
2808000001,1,1.0
2808000009,0,0.0
2809200000,2,0.6666666666666666
2809200002,0,0.0
2809200009,0,0.0
2810000000,3,0.25
2810009009,1,0.3333333333333333
2811190000,1,0.3333333333333333
2811198002,0,0.0
2811198009,1,0.5
2811210000,2,0.3333333333333333
2811220000,7,0.2692307692307692
2814100000,1,0.14285714285714285
2814200000,3,0.42857142857142855
2815110000,3,0.15
2815120000,1,0.2
2815200009,0,0.0
2817000001,2,0.4
2818101100,0,0.0
2818200000,1,0.14285714285714285
2818300000,1,0.3333333333333333
2819100000,1,0.3333333333333333
2819900000,1,0.25
2820000000,3,0.15
2820909000,0,0.0
2821100000,3,0.3
2821100001,1,0.25
2823000000,0,0.0
2824100000,0,0.0
2825100000,0,0.0
2825300000,2,1.0
2825500000,3,0.6
2826190000,0,0.0
2826900000,1,0.2
2827200000,1,0.1
2827320000,0,0.0
2827350000,3,0.42857142857142855
2827398599,3,0.2
2828100000,1,0.2
2828100009,0,0.0
2828900030,1,0.5
2830100000,4,0.36363636363636365
2831100000,3,0.42857142857142855
2832200000,1,0.1111111111111111
2832200009,1,1.0
2832300000,1,0.25
2833110000,4,0.6666666666666666
2833190000,2,0.16666666666666666
2833220000,1,0.07692307692307693
2833240000,2,0.25
2833250000,0,0.0
2833270000,0,0.0
2833290000,4,0.4444444444444444
2833298009,1,0.1111111111111111
2833400000,2,1.0
2834100000,1,0.3333333333333333
2834100099,0,0.0
2834210010,1,0.3333333333333333
2834290000,1,0.1111111111111111
2834298010,1,0.25
2835220000,2,0.25
2835250000,4,0.3333333333333333
2835250001,0,0.0
2835250009,0,0.0
2835260000,2,0.3333333333333333
2835260001,1,0.125
2835290000,4,0.4
2835298009,1,0.16666666666666666
2835310000,1,0.14285714285714285
2835390000,4,0.3076923076923077
2836200000,6,0.15384615384615385
2836300000,4,0.3333333333333333
2836400090,0,0.0
2836500000,8,0.32
2836910000,1,0.2
2836990000,2,0.1
2836991791,0,0.0
2836999009,2,0.6666666666666666
2839110000,1,0.5
2839190000,3,0.75
2839900000,1,0.2
2839900090,0,0.0
2840191000,0,0.0
2840209091,0,0.0
2840300001,0,0.0
2841500090,1,0.3333333333333333
2841610000,2,0.5
2841908509,0,0.0
2842100000,1,0.09090909090909091
2842900000,1,1.0
2842908099,2,0.6666666666666666
2843210000,1,0.25
2843290000,1,0.25
2843909009,1,0.5
2844400000,0,0.0
2844408001,1,0.08333333333333333
2846900000,1,0.3333333333333333
2847000001,0,0.0
2849100000,3,0.2727272727272727
2849200000,1,0.3333333333333333
2850000000,0,0.0
2853001000,1,0.5
2853003010,1,0.3333333333333333
2901100000,0,0.0
2901100009,1,0.08333333333333333
2901210009,1,0.5
2901220009,1,0.25
2901290009,2,0.3333333333333333
2902110000,3,0.42857142857142855
2902190009,1,0.16666666666666666
2902300000,8,0.32
2902440000,0,0.0
2902500000,0,0.0
2902900000,5,0.35714285714285715
2903110000,4,0.36363636363636365
2903120000,7,0.20588235294117646
2903130000,0,0.0
2903390000,1,0.3333333333333333
2903490000,4,0.2
2903610000,2,0.3333333333333333
2903710000,0,0.0
2903779097,0,0.0
2903791900,1,1.0
2904100000,2,0.15384615384615385
2905110000,4,0.36363636363636365
2905120000,3,0.15
2905120001,2,0.6666666666666666
2905120009,1,0.5
2905130000,3,0.3333333333333333
2905140000,4,0.36363636363636365
2905160000,2,0.6666666666666666
2905168500,0,0.0
2905170000,1,0.2
2905190000,2,0.3333333333333333
2905190099,1,1.0
2905220000,0,0.0
2905299000,2,0.5
2905310000,3,0.3
2905320000,4,0.4
2905420000,1,0.14285714285714285
2905430000,1,0.5
2905440000,1,0.25
2905449900,1,0.25
2905450000,1,0.08333333333333333
2905490002,0,0.0
2905490009,0,0.0
2906110000,3,0.17647058823529413
2906190009,2,0.6666666666666666
2906290000,0,0.0
2907120000,2,0.3333333333333333
2907199000,1,0.5
2907220000,3,0.5
2907290000,1,0.16666666666666666
2908190000,0,0.0
2908990000,1,0.3333333333333333
2909301000,1,1.0
2909309000,0,0.0
2909430000,3,0.25
2909440000,1,0.1111111111111111
2909490000,1,0.1111111111111111
2909498009,0,0.0
2909500000,4,0.5714285714285714
2912190090,1,0.5
2912210000,1,0.5
2912420000,0,0.0
2912500000,1,0.5
2914110000,2,0.25
2914120000,1,1.0
2914130000,2,0.2
2914220000,5,0.5555555555555556
2914290000,2,0.3333333333333333
2914290009,0,0.0
2914700000,0,0.0
2914700009,0,0.0
2915210000,2,0.07142857142857142
2915290000,8,0.5333333333333333
2915290009,1,0.3333333333333333
2915310000,2,0.14285714285714285
2915320000,6,0.6666666666666666
2915330000,3,0.375
2915390000,2,0.18181818181818182
2915390099,1,0.3333333333333333
2915500000,5,0.21739130434782608
2915700000,4,0.3333333333333333
2915704000,0,0.0
2915705000,0,0.0
2915900000,2,0.1
2915907009,0,0.0
2916120000,5,0.35714285714285715
2916140000,1,0.25
2916190000,6,0.2857142857142857
2916199500,0,0.0
2916200000,1,1.0
2916310000,6,0.5
2916320000,3,1.0
2916391000,2,0.6666666666666666
2916399000,0,0.0
2917320000,2,0.25
2917330000,0,0.0
2917340009,1,0.16666666666666666
2917350000,4,0.4
2918110000,2,0.25
2918120000,0,0.0
2918130000,0,0.0
2918140000,3,0.14285714285714285
2918150000,4,0.4
2918160000,0,0.0
2918190000,1,0.25
2918210000,3,0.6
2918220000,0,0.0
2918230000,3,0.6
2918290000,0,0.0
2918290001,1,0.5
2918290009,3,0.6
2918300000,1,1.0
2918999000,3,1.0
2920900000,0,0.0
2921190000,1,0.2
2921210000,1,0.3333333333333333
2921290000,2,0.2857142857142857
2921301000,2,0.5
2921309900,1,0.25
2921450000,0,0.0
2921511900,0,0.0
2921519000,2,0.2
2921599000,1,0.2
2922110000,0,0.0
2922131000,1,0.3333333333333333
2922190000,2,0.2857142857142857
2922210000,1,0.16666666666666666
2922290009,1,0.5
2922410000,3,0.23076923076923078
2922420043,3,0.13636363636363635
2922420044,0,0.0
2922430000,1,0.5
2922498500,1,0.2
2922500000,1,0.2
2923100000,1,0.3333333333333333
2923200000,1,1.0
2923900000,1,1.0
2924190000,3,0.6
2924210000,3,0.3333333333333333
2924290000,2,0.2
2924299800,0,0.0
2925110009,0,0.0
2925199500,0,0.0
2925290000,0,0.0
2926909500,0,0.0
2927000000,1,0.3333333333333333
2928009009,1,0.14285714285714285
2929100000,4,0.16
2929900000,0,0.0
2929900009,1,0.3333333333333333
2930000000,2,0.13333333333333333
2930200000,1,0.5
2930400000,0,0.0
2930401000,0,0.0
2930909999,1,0.3333333333333333
2931200000,1,0.25
2931908001,3,0.3333333333333333
2931908009,0,0.0
2931909001,0,0.0
2932110000,0,0.0
2932190000,1,1.0
2932209009,1,1.0
2932290000,2,0.3333333333333333
2932990099,0,0.0
2933199000,0,0.0
2933290000,2,0.3333333333333333
2933299000,3,0.5
2933330000,1,0.2
2933399909,2,0.15384615384615385
2933490000,1,0.5
2933499000,0,0.0
2933599500,0,0.0
2933690000,1,0.2
2933910000,3,0.6
2933998000,2,0.5
2934208000,1,1.0
2934309000,2,0.5
2934990000,0,0.0
2934999090,0,0.0
2935009009,2,0.4
2936210000,2,0.25
2936230000,2,1.0
2936240000,0,0.0
2936250000,0,0.0
2936270000,1,0.125
2936290000,0,0.0
2936900000,3,0.25
2937220000,0,0.0
2939300000,1,0.3333333333333333
2939410000,3,0.375
2939420000,3,0.5
2940000000,3,0.2727272727272727
2941100001,0,0.0
2941100009,1,0.1
2941900000,1,0.08333333333333333
2941900009,3,0.6
2942000009,0,0.0
3001209000,2,0.6666666666666666
3001900000,2,0.25
3001902009,1,0.25
3002100000,0,0.0
3002101000,0,0.0
3002200000,2,0.16666666666666666
3002300000,1,0.14285714285714285
3002300009,1,1.0
3002905000,1,0.25
3002909000,1,0.5
3003100000,2,0.4
3003200010,1,0.16666666666666666
3003310090,1,0.5
3003390010,0,0.0
3003400000,3,0.2727272727272727
3003900000,2,0.2
3003900019,3,0.028846153846153848
3004100000,3,0.15789473684210525
3004200000,5,0.16129032258064516
3004200010,0,0.0
3004310000,2,0.3333333333333333
3004310010,2,0.25
3004320000,0,0.0
3004390000,1,1.0
3004400000,11,0.2037037037037037
3004500000,2,0.08333333333333333
3004900000,19,0.035781544256120526
3004900019,9,0.03146853146853147
3004900090,0,0.0
3005100000,1,0.3333333333333333
3005100001,1,0.3333333333333333
3005100002,2,1.0
3005100009,0,0.0
3005900000,3,0.3333333333333333
3005901000,0,0.0
3005909909,0,0.0
3006100000,3,0.2727272727272727
3006109000,1,0.5
3006200000,4,1.0
3006300000,1,1.0
3006400001,0,0.0
3006500000,3,0.42857142857142855
301910000,3,0.6
301990000,0,0.0
302431000,1,0.5
302610000,1,0.16666666666666666
302640000,2,0.25
302899001,0,0.0
302899004,1,0.125
302899009,3,0.5
302900090,0,0.0
303431000,2,0.3333333333333333
303510000,8,0.2857142857142857
303740000,5,0.16129032258064516
303780000,2,0.2222222222222222
303790000,20,0.06920415224913495
304894900,1,0.25
305490000,0,0.0
305510052,5,0.09803921568627451
305590054,5,0.1282051282051282
305590059,2,0.25
305630000,1,1.0
306179901,2,0.25
306221000,1,0.3333333333333333
306229101,2,1.0
307119090,0,0.0
307491800,0,0.0
307495900,0,0.0
307591000,0,0.0
307609000,2,0.5
3101000009,0,0.0
3102100000,1,0.3333333333333333
3102109000,0,0.0
3102210000,1,0.1111111111111111
3102309000,0,0.0
3102600000,0,0.0
3104200000,2,0.3333333333333333
3104201000,1,0.3333333333333333
3104205000,0,0.0
3104209000,1,0.25
3104300000,0,0.0
3104900000,6,1.0
3105100009,0,0.0
3105200000,1,0.08333333333333333
3105201000,1,0.125
3105209000,0,0.0
3105300000,0,0.0
3105908000,1,0.25
3201900000,2,0.2857142857142857
3202100000,6,0.3
3202900000,2,0.18181818181818182
3203001002,0,0.0
3203001009,0,0.0
3203009009,0,0.0
3204110000,5,0.2
3204120000,1,0.05263157894736842
3204130000,1,0.1111111111111111
3204140000,2,0.18181818181818182
3204150000,2,0.2857142857142857
3204160000,3,0.3333333333333333
3204170000,4,0.21052631578947367
3204190000,6,0.24
3204200000,1,0.2
3204900000,2,0.16666666666666666
3205000000,0,0.0
3206110000,3,0.21428571428571427
3206190000,3,0.3333333333333333
3206420000,2,0.15384615384615385
3206490000,3,0.25
3206497001,1,0.5
3206497009,3,0.17647058823529413
3207100000,3,0.3
3207200000,2,0.2
3207201000,2,0.5
3207209000,0,0.0
3207300000,1,0.14285714285714285
3207400000,6,0.6
3207408501,0,0.0
3207408509,1,1.0
3208100000,1,0.5
3208109090,0,0.0
3208201000,2,0.25
3208209019,0,0.0
3208209090,2,0.2222222222222222
3208901900,1,0.5
3208909000,0,0.0
3208909111,1,0.25
3208909119,0,0.0
3208909190,0,0.0
3208909919,2,0.5
3208909990,1,0.14285714285714285
3209100090,1,0.16666666666666666
3209101000,0,0.0
3209102000,1,0.16666666666666666
3209900019,0,0.0
3209900090,4,0.26666666666666666
3210000000,0,0.0
3210001019,1,0.25
3210001090,2,0.2857142857142857
3210009000,0,0.0
3210009019,0,0.0
3210009020,0,0.0
3210009090,1,0.25
3212100000,8,0.36363636363636365
3212900010,2,0.5
3212900099,0,0.0
3213100000,2,0.5
3213900000,1,0.3333333333333333
3214101000,2,0.15384615384615385
3214101091,1,0.3333333333333333
3214101099,3,0.06666666666666667
3214102000,3,0.21428571428571427
3214109000,1,0.16666666666666666
3214900000,6,0.3157894736842105
3215110000,4,0.09523809523809523
3215110013,1,0.07142857142857142
3215190000,4,0.09523809523809523
3215190016,1,0.25
3215190019,2,0.3333333333333333
3215900092,2,0.2857142857142857
3215900093,1,1.0
3215900094,2,0.14285714285714285
3215900099,1,0.1111111111111111
3300000000,0,0.0
3301120000,0,0.0
3301294110,0,0.0
3301294192,1,0.5
3301294199,2,0.3333333333333333
3301299000,1,0.25
3301299112,1,0.16666666666666666
3301299190,2,0.4
3302100000,5,0.1282051282051282
3302101001,1,0.3333333333333333
3302102901,1,0.3333333333333333
3302109000,1,0.125
3302901000,0,0.0
3302909000,6,0.5454545454545454
3302909001,6,0.17647058823529413
3302909009,0,0.0
3303001099,4,0.23529411764705882
3303009010,1,0.5
3303009091,1,0.125
3303009092,1,0.05263157894736842
3303009099,1,0.125
3304100000,0,0.0
3304200000,0,0.0
3304300001,0,0.0
3304910000,2,0.25
3304990000,1,0.08333333333333333
3304990002,2,0.3333333333333333
3304990003,1,0.25
3304990009,7,0.08333333333333333
3305100000,5,0.17857142857142858
3305200000,1,0.25
3305300000,5,0.3125
3305900000,2,0.11764705882352941
3305900010,1,1.0
3305900091,1,0.16666666666666666
3305900092,1,0.25
3305900099,2,0.4
3306100000,6,0.2
3307100090,0,0.0
3307200000,3,0.09375
3307300000,1,0.2
3307410000,5,0.11627906976744186
3307490000,2,0.2
3307490009,1,0.2
3307900000,3,0.3
3307900001,0,0.0
3307900003,0,0.0
3307900009,1,0.3333333333333333
3401110091,0,0.0
3401110093,1,0.5
3401110099,2,0.4
3401119000,0,0.0
3401190090,1,0.5
3401200000,1,0.3333333333333333
3401209002,1,0.5
3401209009,0,0.0
3401300000,3,0.15789473684210525
3402110012,2,0.2222222222222222
3402110013,2,0.15384615384615385
3402119009,0,0.0
3402120009,0,0.0
3402130001,0,0.0
3402130009,0,0.0
3402190019,4,0.5
3402190091,0,0.0
3402190099,0,0.0
3402209001,3,0.6
3402209002,2,0.14285714285714285
3402209009,3,0.09375
3402900000,2,0.16666666666666666
3402901001,1,0.5
3402901009,1,0.25
3402909002,1,0.25
3402909009,2,0.5
3403110090,0,0.0
3403190000,2,0.5
3403191091,2,0.4
3403191099,1,0.16666666666666666
3403199091,0,0.0
3403199099,2,0.09523809523809523
3403910000,0,0.0
3403990000,3,0.11538461538461539
3404200000,0,0.0
3404900000,2,0.6666666666666666
3404900001,2,1.0
3404900009,3,0.23076923076923078
3405100000,1,0.045454545454545456
3405200000,1,0.5
3405300000,4,0.23529411764705882
3405400000,0,0.0
3405900000,0,0.0
3405901000,0,0.0
3405909010,1,1.0
3405909091,1,0.5
3405909099,1,0.1
3406000001,0,0.0
3406000008,2,0.14285714285714285
3407000010,3,0.5
3407000021,3,0.75
3410000000,1,0.09090909090909091
3500000000,5,0.29411764705882354
3501109000,0,0.0
3501900000,2,0.6666666666666666
3502200000,3,0.6
3502907000,1,1.0
3503001001,0,0.0
3504009000,0,0.0
3505100000,5,0.45454545454545453
3505105000,0,0.0
3505109000,3,0.2727272727272727
3505200000,0,0.0
3505203000,3,0.42857142857142855
3505209000,2,0.5
3506100000,4,0.06779661016949153
3506910000,7,0.14893617021276595
3506990000,2,0.4
3506990020,1,0.2
3506990091,0,0.0
3506990092,0,0.0
3506990099,1,0.1111111111111111
3507900000,2,0.14285714285714285
3507909001,3,0.6
3600000000,0,0.0
3602009000,4,0.23529411764705882
3610000000,5,0.2
3700000000,1,0.125
3701200000,0,0.0
3701300000,2,0.4
3701300003,0,0.0
3701300009,0,0.0
3701990002,0,0.0
3701990009,1,0.3333333333333333
3702100000,1,0.125
3702440090,0,0.0
3703100009,1,0.25
3707900000,3,0.6
3707902009,0,0.0
3707909009,0,0.0
3801100000,1,0.3333333333333333
3801209000,1,0.5
3801900000,2,1.0
3802100000,5,0.25
3802900000,3,0.3
3802900001,0,0.0
3804000099,0,0.0
3805900000,2,0.4
3808500099,0,0.0
3808911012,1,0.5
3808911013,0,0.0
3808911092,5,0.13513513513513514
3808911099,5,0.5555555555555556
3808919019,1,0.25
3808919099,1,1.0
3808920000,7,0.1891891891891892
3808922011,0,0.0
3808925011,0,0.0
3808926099,1,0.16666666666666666
3808929013,2,0.3333333333333333
3808930000,2,0.07692307692307693
3808939019,0,0.0
3808939090,1,1.0
3808940000,1,1.0
3808949019,2,0.5
3808949099,2,0.6666666666666666
3808990000,5,0.625
3809103000,1,0.5
3809105000,0,0.0
3809910000,12,0.07407407407407407
3809920000,1,0.14285714285714285
3809930000,1,0.1
3810000000,5,0.11363636363636363
3810100000,1,0.25
